Custid,BillAmt_1,BillAmt_2,BillAmt_3
2871,25.14,1.74,4.34
2872,27.69,5.37,5.24
2873,14.73,7.11,8.58
2874,15.45,3.75,2.39
2875,6.19,0.43,2.09
2876,25.7,6.41,8.87
2877,3.39,2.74,0.42
2878,7.9,0.74,2.9
2879,7.51,1.83,2.27
2880,6.08,2.08,1.66
2881,12.81,3.46,0.59
2882,20.02,5.67,5
2883,20.01,4.97,4.99
2884,11.55,4.76,2.79
2885,8.99,1.03,2.16
2886,23.41,2.85,7.16
2887,14.43,4.49,2.68
2888,28.39,3.05,7.7
2889,3.69,3.08,1.99
2890,30.63,4.25,3.63
2891,6.99,0.24,1.71
2892,14.24,3.02,2.71
2893,11.55,3.27,4.82
2894,9.61,3.17,2.63
2895,26.89,3.71,3.74
2896,5.92,1.6,3.12
2897,5.34,3.33,2.3
2898,7.95,1.44,3.79
2899,11.04,2.88,1.84
2900,11.62,1.99,1.97
2901,4.36,3.47,3.32
2902,10.96,1.13,3.8
2903,6.44,0.97,1.45
2904,5.12,2.23,3.19
2905,27.92,11.28,8.01
2906,7.27,2.67,0.77
2907,11.33,3.55,3.86
2908,18.28,2.02,2.65
2909,12.2,4.19,4.76
2910,13.61,1.38,4.64
2911,5.98,3.42,2.97
2912,10.81,3.15,4.57
2913,8.6,1.85,1.03
2914,23.08,4.86,9.49
2915,13.22,2.8,3.83
2916,9.5,1.07,3
2917,11.15,4.31,3.18
2918,3.54,1.68,3.35
2919,13.77,1.56,4.14
2920,8.71,2.38,2.16
2921,14.47,2.87,3.32
2922,12.66,1.93,2.18
2923,37.22,3.94,8.75
2924,17.33,1.76,2.3
2925,5.4,1.71,1.54
2926,7.06,2.23,1.86
2927,16.97,2.5,9.57
2928,1.73,1.76,1.17
2929,13.45,0.79,2.98
2930,10.66,1.92,2.68
2931,6.11,2.07,2.43
2932,16.22,1.39,2.09
2933,20.62,0.74,5.57
2934,15.52,3.5,6.6
2935,9.12,0.66,2.53
2936,4.86,3.08,2.55
2937,16.04,3.25,4.19
2938,6.11,1.14,2.4
2939,9.94,1.23,2.17
2940,8.78,1.95,2.4
2941,19.35,1.91,2.98
2942,18.04,5.72,6.1
2943,6.34,2.5,6.5
2944,13.26,0.27,3.12
2945,9.22,0.94,4.15
2946,5.76,1.16,1.67
2947,12.68,1.24,3.66
2948,13.32,1.94,1.89
2949,12.73,0.72,2.1
2950,9.5,2.29,2.39
2951,18.72,2.93,8.11
2952,9.61,2.85,3.76
2953,20.75,1.62,2.44
2954,8.34,2.36,1.88
2955,16.78,3.5,2.89
2956,21.84,3.64,5.83
2957,11.38,3.59,2.41
2958,17.06,3.91,3.5
2959,16.01,1.38,2.86
2960,6.67,1.6,2.09
2961,11.94,4.07,1.01
2962,12.28,1.18,4.23
2963,9.5,0.89,3.49
2964,7.37,0.62,2.73
2965,14.98,0.93,3.64
2966,23.53,6.5,14.92
2967,17.69,1.67,2.66
2968,9.4,2.54,1.76
2969,2.42,2.15,2.39
2970,8.75,2.41,3.12
2971,13.05,0.99,1.74
2972,14.2,1.43,3.01
2973,9.53,1.66,0.93
2974,9.06,4.83,3.82
2975,7.67,2.86,1.53
2976,10.46,1.3,1.86
2977,21.59,0.74,4.53
2978,9.78,1.4,3.83
2979,13.5,1.79,1.94
2980,23.24,3.64,7.45
2981,9.72,2.23,2.2
2982,8.45,3.74,4.27
2983,5.43,1.82,2.3
2984,8.23,3.5,2.93
2985,26.11,3.84,6.59
2986,12.83,3.31,2.07
2987,15.64,3.99,4.71
2988,18.44,5.5,6.37
2989,9.7,2.68,1.85
2990,20.37,5.71,8.43
2991,16.94,1.5,3.15
2992,12.01,0.92,3.05
2993,11.87,1.79,2.83
2994,6.06,1.1,1.56
2995,11.18,0.35,4.43
2996,5.62,2.65,1.06
2997,10.9,2.01,0.89
2998,7.67,2.21,1.79
2999,7.09,2.83,2.94
3000,24.69,5.87,5.11
3001,8.39,0.55,0.66
3002,9.53,1.17,6.45
3003,12.03,2.64,4.32
3004,14.41,1.75,3.39
3005,8.01,3.09,4.58
3006,7.9,5.06,5.29
3007,10.74,2.57,2.3
3008,2.26,1.83,1.53
3009,11.21,2.78,6.02
3010,3.09,2.79,1.34
3011,16.91,2.2,14.06
3012,12.46,2.46,4.23
3013,9.09,0.5,1.2
3014,8.38,1.22,2.17
3015,13.18,5.97,4.96
3016,6.87,3.66,2.17
3017,13.55,2.96,3.33
3018,12.44,5.48,15.77
3019,4.82,1.1,2.45
3020,10.22,3.45,4.32
3021,5.79,0.6,1.63
3022,14.97,1.94,1.45
3023,15.83,4.27,11.58
3024,23.7,5.88,11.16
3025,22.02,6.98,9.29
3026,10.09,2.19,2.68
3027,22.97,3.88,4.37
3028,5.2,1.04,1.74
3029,6.31,3.05,1.15
3030,15.15,1.32,4.15
3031,16.48,2.8,9.51
3032,11.99,1.47,2.81
3033,2.18,2.37,0.6
3034,4.27,0.8,0.89
3035,2.75,2.78,0
3036,8.72,0.59,2.04
3037,13.15,2.1,2.87
3038,9.34,2.61,2.05
3039,6.41,0.93,3.66
3040,23.82,3.82,6.56
3041,19.05,1.43,3.7
3042,10.69,2.86,3.32
3043,6.14,3.19,1.3
3044,14.8,10.4,8.2
3045,15.16,2.77,4.12
3046,24.89,3.06,5.71
3047,5.03,2.72,0.94
3048,16.98,2.15,2.81
3049,23.31,3.49,7.28
3050,13.53,4.87,9.26
3051,15.12,4.47,14.34
3052,23.97,3.83,9.18
3053,6.09,2.29,2.19
3054,11.89,2.13,1.53
3055,13.84,2.4,2.35
3056,12.72,2.77,5.81
3057,7.3,3.03,3.27
3058,17.75,2.35,5.17
3059,4.79,4.29,1.16
3060,12.9,1.31,3.38
3061,28.21,4.87,6.58
3062,5.99,3.4,2.74
3063,12.65,2.19,3.72
3064,23.69,3.65,5.35
3065,9.77,2.02,1.79
3066,8.52,0.77,1.42
3067,7.2,0.68,1.83
3068,14.94,3.23,6.6
3069,19.01,1.16,2.79
3070,6.15,1.26,1.7
3071,7.96,4.22,6.8
3072,5.02,2.07,1.92
3073,13.94,3.69,3.07
3074,23.28,2.45,7.41
3075,12.07,1.93,2.12
3076,11.06,1.56,1.89
3077,15.28,4.39,3.34
3078,4.56,0.75,1.98
3079,6.82,1.01,0.44
3080,12.33,3.11,1.54
3081,8.49,1.18,1.6
3082,26.52,5.97,5.66
3083,14.59,2.79,6.02
3084,14.87,2.94,3.27
3085,18.55,2.23,2.77
3086,10.58,1.48,3.33
3087,8.91,2.72,2.3
3088,26.65,3.22,4
3089,5.89,1.37,1.48
3090,7.52,2.63,3.29
3091,4.98,2.68,3.06
3092,8.65,3.19,3.21
3093,3.93,3.36,3.72
3094,6.47,0.89,1.73
3095,10.78,3.82,3.54
3096,9.46,3.5,2.87
3097,13.61,0.79,2.61
3098,21.54,4.11,2.54
3099,9.77,2.69,2.57
3100,2.52,2.34,0.53
3101,30.09,22.27,12.33
3102,10.42,3.2,6.43
3103,5.63,2.94,4.18
3104,6.04,1.82,2.71
3105,10.08,3.73,4.21
3106,2.72,0.38,1.02
3107,18.32,3.01,7.33
3108,24.05,4.42,11.33
3109,9.19,2,0.77
3110,10.69,1.49,1.62
3111,31.45,11.01,7.08
3112,16.86,5.53,3.52
3113,19.32,1.33,1.71
3114,13.99,3.76,3.42
3115,15.76,3.99,3.04
3116,19.56,3.2,2.46
3117,23.96,5.36,6.98
3118,9.95,2.37,2.97
3119,9.96,0.41,3.25
3120,6.14,2.2,2.87
3121,7.76,2.87,1.05
3122,12.81,2.15,6.21
3123,6.07,2.71,2.15
3124,9.69,3.25,1.74
3125,20.4,3.97,4.32
3126,31.08,15.54,17.61
3127,19.64,5.68,14.2
3128,7.27,2.17,0.75
3129,9.05,0.96,3
3130,15.75,3.65,3.32
3131,2.08,0.5,0.34
3132,6.77,0.57,1.81
3133,5.07,2.58,1.94
3134,14.43,3.18,5
3135,16.89,5.77,8.27
3136,7.5,1.89,2.76
3137,19.52,4.51,4.54
3138,9.82,1.07,2.49
3139,20.23,6.87,5.53
3140,17.22,1.35,5.35
3141,13.61,2.91,2.98
3142,9.75,1.3,2.55
3143,5.01,1.64,2.25
3144,18.36,10.22,28.53
3145,15.47,4.58,6.4
3146,20.39,2.08,2.9
3147,8.61,1.19,1.18
3148,12.59,3.88,2.7
3149,3.3,0.75,1.78
3150,5.14,2.64,3.01
3151,3.34,0.68,0.9
3152,23.59,2.93,3.26
3153,5.29,2.07,1.05
3154,8.68,2.93,4.31
3155,19.6,9.13,5.11
3156,18.53,2.99,9.34
3157,27.81,2.72,5.02
3158,18.41,0.65,3.01
3159,25.6,4,10.61
3160,10.58,2.74,0.96
3161,5.69,0.44,0.62
3162,1.9,1.44,1.46
3163,22.11,2.5,2.8
3164,11.59,1.78,2.21
3165,17.31,4.38,0.9
3166,3.86,1.78,1
3167,12.9,3.07,2.18
3168,3.35,1.32,1.57
3169,14.05,5.59,2.81
3170,7.16,1.37,2.17
3171,10,2.27,3.84
3172,11.11,2.21,2.58
3173,5.59,2.84,1.46
3174,44.36,15.26,16.36
3175,1.81,3.03,2.82
3176,5.12,2.97,1.91
3177,7.67,2.61,2.19
3178,9.31,1.21,1.28
3179,6.26,3.1,2.29
3180,3.92,0.76,0.76
3181,12.04,4.26,2.78
3182,32.76,7.38,9.91
3183,16.58,6.3,4.66
3184,5.27,2.26,1.23
3185,11.77,1.41,5.47
3186,22.1,4.25,6.14
3187,7.81,1.07,2.9
3188,6.61,2.32,5.23
3189,6.53,2.8,2.11
3190,9.7,3.46,4.25
3191,4.6,0.89,4.01
3192,9.53,1.18,1.96
3193,3.68,2.88,2.48
3194,21.03,8.6,6.6
3195,21.09,3.37,8.36
3196,16.19,2.47,4.73
3197,18.25,3.89,5.42
3198,14.09,4.29,2.26
3199,10.82,3.71,2.34
3200,10.31,1.12,0.95
3201,11.21,0.99,2.32
3202,1.66,0.67,0.62
3203,12.22,3.67,3.37
3204,31.13,6.75,16.19
3205,19.36,4.73,5.01
3206,11.45,2.86,7.74
3207,7.15,2.48,1.55
3208,9.07,2.35,5.85
3209,8.1,2.11,1.54
3210,7.01,2.96,2.14
3211,5.47,4.22,3.01
3212,16.12,3.99,9.78
3213,7.45,2.94,1.82
3214,13.34,4.28,1.6
3215,25.73,4.92,5.65
3216,7.55,2.55,4.23
3217,5,0.23,2
3218,4.98,0.9,3.26
3219,25.9,5.99,9.94
3220,34.26,3.84,12.03
3221,16.89,2.22,1.92
3222,7.85,1.89,3.31
3223,7.72,3.13,1.82
3224,5.16,0.91,1.99
3225,21.97,1.02,5.25
3226,5.35,0.37,1.13
3227,6.25,2.43,0.72
3228,0.69,0.17,1
3229,7.44,1.22,1.9
3230,23.7,8.12,10.39
3231,26.57,8.8,11.11
3232,5.22,1.27,1.22
3233,9.4,3.42,4.83
3234,17.3,3.3,2.6
3235,19.02,6.29,7.57
3236,7.43,2.09,2.49
3237,4.44,2.99,0.82
3238,11.38,5.43,7.65
3239,4.33,1.5,1.88
3240,7.93,2.92,3.07
3241,16.59,5.58,11.16
3242,11.86,3.96,2.3
3243,21.52,3.78,11.16
3244,31.71,3.47,4.51
3245,11.2,17.42,13.68
3246,15.25,5.06,4.54
3247,8.31,2.06,2.32
3248,12.9,3.85,1.03
3249,18.02,3.77,3.35
3250,20.37,3.41,2.76
3251,6.8,2.83,5.69
3252,12.39,0.83,2.09
3253,13.76,5.08,3.63
3254,8.58,1.73,2.6
3255,18.08,3.82,3.2
3256,15.73,1.51,3.13
3257,10,2.04,10.91
3258,19.39,2.62,3.27
3259,17.07,3.38,2.06
3260,9.32,0.48,2.29
3261,5.9,1.26,2.29
3262,12.56,2.73,2.38
3263,6.5,2.53,2.31
3264,10.17,3.47,1.62
3265,25.44,4.45,5.56
3266,27.68,3.68,4.01
3267,21.01,16.5,24.47
3268,9.23,2.92,2.19
3269,20.08,2.31,11.05
3270,5.23,1.95,1.39
3271,24.27,3.85,3.22
3272,11.43,2.3,1.78
3273,11.85,0.75,3.27
3274,9.35,2.15,2.06
3275,3.46,2.69,2.3
3276,11.77,1.98,5.9
3277,17.14,2.5,3.57
3278,11.06,1.53,3.12
3279,14.58,1.47,19.27
3280,17.38,7.2,5.24
3281,6.46,1.61,2.44
3282,12.66,2.39,3.3
3283,12.27,1.55,1.82
3284,5.24,1.29,1.41
3285,11.12,4.46,7.95
3286,9.8,1.61,2.38
3287,7.11,0.48,1.85
3288,23.71,7.17,6.81
3289,15.67,4.27,3.02
3290,1.22,1.56,2.14
3291,4.74,1.37,1.46
3292,28.08,4.28,20.85
3293,35.08,5.11,7.24
3294,16.83,6.65,6.34
3295,18.7,3.4,2.69
3296,9.68,2.31,2.49
3297,8.69,4.21,4.35
3298,16.8,3.16,9.71
3299,23.17,0.72,3.65
3300,24.05,6.43,3.28
3301,9.26,3.18,2.4
3302,18.89,4.38,7.04
3303,12.39,5.91,13.37
3304,18.02,3.27,2.8
3305,19.15,1.99,3.63
3306,22.32,2.63,4.99
3307,8.05,0.55,3.83
3308,3.54,1.05,0.75
3309,16.19,1.24,2.86
3310,8.74,0.93,6.6
3311,19.23,3.08,3.08
3312,11.69,3.31,5.05
3313,7.02,1.23,0.9
3314,12.64,0.75,2.75
3315,9.31,1.67,4.25
3316,16.09,0.81,8.77
3317,16.04,5.78,8.1
3318,5.06,0.29,1.92
3319,7.07,1.69,1.43
3320,4.94,0.36,0.59
3321,18.21,3.41,5.95
3322,9.27,2.56,1.78
3323,4.19,1.98,2.15
3324,4.86,1.93,2.03
3325,6.46,1.23,1.09
3326,6.72,2.41,2.11
3327,7.04,1.8,4.94
3328,12.14,2.64,2.49
3329,12.32,7.01,15.62
3330,26.3,2.17,2.65
3331,15.52,3.93,2.59
3332,14.24,3.56,2.71
3333,21.12,2.2,3.3
3334,12.98,1.19,3
3335,13.86,2.35,2.96
3336,15.64,6.22,5.69
3337,2.56,0.48,1.52
3338,17.16,3.84,4.96
3339,11.92,2.98,6.11
3340,18.35,1.96,2.97
3341,11.51,2.93,2.92
3342,8.62,1.27,2.25
3343,24.57,2.89,12.37
3344,32.77,1.25,5.39
3345,8.57,2.12,2.1
3346,8.81,1.12,4.39
3347,14.45,3.31,6.06
3348,20.19,4.69,18.98
3349,22.22,0.37,5.59
3350,29.97,5.95,18.67
3351,7.66,2.47,1.31
3352,9.02,2.26,3.82
3353,21.87,7.78,7.85
3354,9.97,1.03,3.85
3355,6.34,1.33,1.97
3356,10.81,1.14,2.7
3357,6.82,0.55,1.31
3358,12.57,9.09,11
3359,6.33,1.73,1.86
3360,15.92,7.12,4.3
3361,4.39,1.54,2.17
3362,7.19,2.03,2.27
3363,6.87,2.4,4.74
3364,4.57,0.99,0.5
3365,14.75,7.15,4.57
3366,20.2,5.91,5.62
3367,10.2,2.67,4.42
3368,7.08,2.26,0.75
3369,22.67,5.2,6.04
3370,10.83,3.79,7.96
3371,12.73,2.49,3.19
3372,5.68,1.49,1.08
3373,15.6,1.47,12.15
3374,12.87,1.53,2.17
3375,31.8,5.59,1.61
3376,11.66,2.1,3.03
3377,9.57,3.07,1.33
3378,10.15,2.08,5.83
3379,9.54,1.91,3.99
3380,14.41,1.74,3.9
3381,6.01,3.78,1.78
3382,5.73,2.84,1.72
3383,13,4.1,3.3
3384,40.87,7.94,11.69
3385,34.24,4.21,4.19
3386,8.62,3.42,2.19
3387,10.45,0.86,3.48
3388,15.75,2.92,8.11
3389,9.58,3.63,2.67
3390,9.61,3.35,1.46
3391,14.7,7.61,2.58
3392,9.87,0.56,1.99
3393,18.59,2.73,5.3
3394,15.12,3.07,4.1
3395,17.03,4.44,2.43
3396,6.27,3.06,3.79
3397,11.91,2.41,3.02
3398,17.16,4.23,3.26
3399,14.17,1.07,3.2
3400,25.13,8.12,4.67
3401,6.54,3.1,2.91
3402,18.76,8.12,5.19
3403,11.56,5.12,2.58
3404,7.24,2.59,2.88
3405,29.02,3.1,5.58
3406,13.08,4.57,8.21
3407,25.73,3.95,3.31
3408,5.04,0.77,2.48
3409,7.01,1.39,3.35
3410,5.15,1.23,2.63
3411,21.98,3.54,5.23
3412,17.82,4.34,4.02
3413,16.61,3.46,7.7
3414,3.89,2.02,3.54
3415,12.96,1.89,3.46
3416,8.06,1.27,2.25
3417,6.7,0.81,2.7
3418,8.63,1.17,1.08
3419,12.03,3.71,1.89
3420,16.96,6.5,5.5
3421,8.06,1.23,2.52
3422,8.1,3.44,2.04
3423,9.03,6.65,7.49
3424,7.36,1.97,2.87
3425,5.78,1.85,2.59
3426,4.56,4.1,4.34
3427,12.04,4.52,2.85
3428,10.02,3.17,1.51
3429,20.48,2.74,4.67
3430,24.7,4.64,3.91
3431,8.82,2.8,4.77
3432,18.64,6.32,8.67
3433,28.08,14.67,19.15
3434,13.39,3.3,2.48
3435,5.28,2.23,4.26
3436,14.48,7.98,7.22
3437,17.73,3.54,2.76
3438,34.61,5.99,10.33
3439,9.97,3.02,2.96
3440,13.55,2.63,2.55
3441,6.19,1.85,0.65
3442,6.49,3.84,2.08
3443,13.42,2.45,1.54
3444,4.66,1.41,2.14
3445,13.11,7.27,4.31
3446,4.28,2.49,0.87
3447,10.25,0.55,3.2
3448,5.84,1.49,2.12
3449,3.86,1.41,1.49
3450,20.38,4.51,3.58
3451,6.73,1.68,2.17
3452,15.96,2.51,3
3453,11.32,0.28,4.36
3454,13.85,1.46,3.32
3455,35.35,2.7,11.17
3456,6.41,0.89,2.27
3457,8.64,3.37,2.42
3458,15.22,3.4,5.34
3459,12.91,1.09,4.2
3460,19.98,3.97,5.79
3461,9.19,2.2,2.45
3462,1.1,0.91,1.92
3463,7.49,3.22,1.31
3464,12.91,2.28,2.71
3465,13.88,6.7,3.3
3466,5.98,3.04,2.88
3467,13.26,5.18,13.72
3468,3.95,1.43,1.01
3469,8.51,2.62,1.64
3470,14.66,1.03,5.48
3471,6.48,2.36,1.05
3472,13.29,1.73,1.81
3473,2.86,1.78,1.92
3474,14.21,3.9,3.5
3475,6.58,2.84,0.51
3476,7.46,4.44,5.82
3477,14.58,2.65,5.01
3478,4.11,2.02,2.34
3479,10.66,2.06,5.25
3480,4.11,1.85,2.79
3481,25.73,4.07,9.05
3482,11.9,1.24,1.8
3483,12.87,0.84,4.46
3484,9.44,1.6,1.28
3485,11.37,2.03,5.7
3486,20.45,1.97,4.86
3487,9.91,2.6,0.74
3488,12.54,4.93,2.63
3489,12.04,2.48,6.72
3490,11.69,1.11,3.55
3491,8.53,0.56,2.12
3492,9.53,10.99,10.49
3493,29.2,4.83,5.2
3494,8.07,0.85,0.81
3495,15.79,3.25,6.88
3496,7.25,0.34,1
3497,15.6,0.81,3.74
3498,12,1.35,3.89
3499,9.34,4.53,5.51
3500,18.36,3.78,4.66
3501,10.08,13.06,5.56
3502,18.52,2.92,5.62
3503,6.58,2.86,3.79
3504,7.07,4.98,1.66
3505,17.95,4.19,4.65
3506,11.93,1.03,3.04
3507,33.76,4.58,17.74
3508,5.89,1.42,1.3
3509,25.05,2.76,5.18
3510,21.87,4.82,3.44
3511,2.2,2.02,1.25
3512,8.22,1.76,2.44
3513,13.37,4.01,4.29
3514,19.17,3.2,3.54
3515,9.38,5.66,5.87
3516,11.51,2.62,4.48
3517,17.13,3.5,4.52
3518,10.07,3.63,5.97
3519,8.09,2.82,3.1
3520,4.63,1.84,1.39
3521,7.31,2.39,1.61
3522,8.54,2.61,3.49
3523,10.61,2.78,3.03
3524,13.62,2.97,2.41
3525,19.09,0.48,3.71
3526,19.6,4.02,5.41
3527,8.76,3.12,5.83
3528,18.33,3.77,10.31
3529,18.57,4.39,8.02
3530,15.82,0.82,6.95
3531,2.54,2.93,0.99
3532,14.79,3.5,3.1
3533,7.07,0.93,1.95
3534,18.02,3.01,3.71
3535,4.82,2.87,1.8
3536,30.4,6.4,6.29
3537,20.04,3.25,3.11
3538,16.99,4.57,5.88
3539,18.48,2.87,4.3
3540,8.32,1.98,2.07
3541,11.06,1.81,2.71
3542,11.54,3.56,4.07
3543,9.4,3.13,2.29
3544,15.42,2.92,5.98
3545,11.02,2.02,0.75
3546,9.19,0.76,1.31
3547,5.1,0.59,2.85
3548,15.01,1.42,2.59
3549,14.9,2.97,3.44
3550,10.15,2.41,4.54
3551,14.4,1.82,3.7
3552,17.57,2.45,2.25
3553,15.32,5.66,3.73
3554,8.4,2.36,1.02
3555,9.77,1.72,3.59
3556,16.98,2.03,2.28
3557,7.2,0.56,1.62
3558,6.01,3.03,2.32
3559,3.73,3.76,1.29
3560,14.07,4.74,8
3561,2.47,2.41,1.88
3562,9.42,3.37,2.44
3563,15.54,1.63,3.77
3564,7.19,4.77,3.63
3565,9.52,2.97,1.45
3566,27.77,8.81,11.08
3567,8.48,1.81,2.47
3568,12.32,4.68,2.7
3569,12.34,3.32,1.81
3570,21.21,3.04,4.17
3571,26.87,1.47,3.46
3572,26.1,3.37,5.73
3573,14.43,6.12,10.02
3574,15.17,3.51,2.09
3575,4.87,2.01,1.07
3576,25.22,4.6,9.03
3577,2.92,0.94,2.06
3578,9.74,2.92,2.14
3579,5.01,2.7,0.77
3580,7.41,2.45,2.29
3581,15.27,4.72,1.58
3582,20.87,5.63,6.58
3583,22.01,5.14,5.5
3584,12,3.88,2.78
3585,10.03,2.87,2.02
3586,20.06,2.2,7.04
3587,15.87,6.25,2.89
3588,26.23,3.06,7.66
3589,3.09,3.09,1.5
3590,31.58,2.07,3.71
3591,6.37,2.54,2.44
3592,14.52,3.16,1.92
3593,14.49,2.17,4.57
3594,6.81,3.13,2.32
3595,30.01,4.35,3.61
3596,7.4,1.67,3.55
3597,5.03,2.49,2.48
3598,10.27,2,3.98
3599,9.77,3.09,1.54
3600,11.69,2.84,1.95
3601,3,3.09,3.78
3602,13.29,2.35,3.95
3603,7.75,2.02,1.24
3604,4.58,2.72,4.06
3605,24.67,11.4,7.85
3606,4.87,2.79,1.19
3607,12.62,2.06,4.63
3608,14.63,2.6,3.08
3609,9.82,2.3,3.42
3610,13.89,1.31,5.11
3611,6.79,1.14,2.33
3612,11.31,1.81,3.55
3613,10.31,2.03,2.87
3614,22.3,4.28,9.18
3615,9.57,2.3,5.58
3616,6.62,1.87,1.72
3617,7.02,3.02,3.71
3618,5.88,1.43,1.84
3619,13.06,3.74,2.86
3620,10.67,1.21,1.84
3621,14,1.56,2.56
3622,11.02,2.38,3.24
3623,39.29,2.68,8.46
3624,12.72,2.21,2.25
3625,5.03,2.94,2.15
3626,6.81,2.62,1.9
3627,15.6,1.53,8.73
3628,1.66,2.66,1.57
3629,12.36,1.17,3.18
3630,6.65,2.79,3.28
3631,4.32,2.32,1.3
3632,16.12,2.62,3.19
3633,18.98,1.13,7.34
3634,16.81,3.54,7.29
3635,6.96,2.59,0.82
3636,2.96,1.51,1.34
3637,15.02,1.91,3.25
3638,9.87,1.16,1.16
3639,11.08,2.92,1.24
3640,10.22,4.01,2.22
3641,19.99,2.76,1.93
3642,22.12,3.88,6.63
3643,6.87,4.01,6.38
3644,9.13,1.96,3.99
3645,6.85,2.78,4.94
3646,8.35,1.26,1.35
3647,13.11,0.59,4.39
3648,12.54,2.43,0.9
3649,13.07,0.93,2.15
3650,8.69,4.65,2.33
3651,21.4,3.55,9
3652,8.38,3.84,2.88
3653,17.56,2.66,2.81
3654,9.68,1.87,3.5
3655,14.6,4.39,4.68
3656,21.39,3.4,5.45
3657,14.7,4.61,2.72
3658,15.24,2.29,3.07
3659,15.34,3.5,4.12
3660,8.44,0.33,1.09
3661,13.28,2.25,1.91
3662,10.14,2.06,3.27
3663,11.44,0.98,1.96
3664,5.75,0.59,1.38
3665,14.07,1.05,3.01
3666,20.23,7.61,14.27
3667,19.48,1.97,3.98
3668,7.79,1.22,1.74
3669,2.69,1.68,2.08
3670,5.93,2.25,1.56
3671,12.53,1.84,1.82
3672,16.27,1.21,4.28
3673,7.74,1.88,2.05
3674,11.27,4.49,4.07
3675,12.46,1.21,1.48
3676,13.51,1.41,2.9
3677,18.06,1.36,3.51
3678,10.35,2.64,2.09
3679,13.12,3.43,3
3680,26.66,3.99,6.25
3681,7.03,2.06,2.08
3682,6.12,0.95,3.51
3683,6.08,3.89,2.61
3684,9.14,1.9,3.19
3685,25.53,2.35,5.7
3686,12.52,1.06,1.54
3687,19.53,5.62,3.96
3688,20.39,6.47,5.86
3689,13.74,0.84,2.43
3690,17.11,6.7,7.94
3691,13.9,3.63,2.86
3692,11.9,1.08,2.88
3693,15.19,0.89,3.75
3694,2.98,0.97,1.68
3695,11.92,2.86,2.73
3696,6.51,1.97,2.49
3697,6.64,1.74,1.08
3698,6.5,1.49,2.69
3699,8.67,1.78,3.95
3700,23.24,4.93,4.16
3701,7.79,0.62,1.06
3702,6.33,1.25,6.16
3703,12.97,1.24,4.01
3704,14.14,2.42,3.51
3705,6.9,3.43,2.89
3706,6.66,4.18,5.25
3707,7.73,1.93,2.57
3708,1.27,0.75,1.73
3709,10.93,2.68,5.89
3710,5.79,1.18,0.68
3711,14.39,3.94,13.26
3712,13.93,2.74,3.12
3713,5.38,0.37,1.78
3714,6.46,1.23,2.16
3715,12.63,5.12,5.19
3716,11.51,2.68,3.48
3717,15.11,3.82,2.46
3718,14.37,5.27,16.31
3719,6.28,2.55,2.57
3720,10.62,3.26,4.78
3721,7.37,2.54,2.1
3722,13.02,3.4,2.97
3723,16.97,3.43,10.79
3724,24.86,5.55,11.44
3725,24.81,5.55,8.44
3726,9.49,2.24,2.06
3727,22.57,5.78,5.51
3728,6.11,1.89,2.48
3729,10.37,1.26,1.09
3730,17.06,2.73,3.64
3731,16.95,1.85,8.69
3732,9.31,3.25,4.34
3733,3.95,2.47,0.77
3734,7.78,2.74,0.9
3735,5.6,2.16,1.75
3736,8.95,2.61,0.94
3737,13.38,2.77,2.93
3738,11.72,2.95,2.81
3739,3.65,2.69,2.57
3740,24.08,4.19,7.68
3741,19,2.01,4.99
3742,13.77,2.31,2.68
3743,4.61,2.31,2.47
3744,16.46,10.15,7.96
3745,16.26,2.4,4.6
3746,26.52,4.4,7.03
3747,2.93,3.11,0.56
3748,16.5,1.22,3.45
3749,21.76,1.98,8.11
3750,14.73,5.29,8.16
3751,15.81,5.8,13.85
3752,23.35,4,8.6
3753,3.38,2.96,2.44
3754,10.39,3.33,2.17
3755,11.92,3.13,2.7
3756,9.72,4.72,5.94
3757,5.48,3.51,2.66
3758,14.73,3.4,5.03
3759,8.99,2.64,1.14
3760,9.85,1.38,2.88
3761,29.42,2.26,6.98
3762,6.46,3.45,3.91
3763,13.57,2.27,2.46
3764,24.1,0.86,3.83
3765,5.17,2.5,2.69
3766,9.73,0.67,1.33
3767,9.65,2.42,3.14
3768,16,5.12,7.22
3769,18.28,1.09,2.6
3770,5.72,3.45,1.79
3771,11.92,6.16,5.07
3772,1.78,1.28,1.38
3773,11.06,2.11,3.08
3774,24.63,3.44,8.32
3775,11.47,3.07,3.61
3776,14.29,0.56,3.31
3777,15.39,2.17,1.85
3778,6.78,3.1,2.08
3779,6.18,1.35,0.53
3780,9.48,2.01,3.39
3781,8.84,0.82,1.38
3782,27.97,6.39,6.07
3783,17.17,0.37,5.74
3784,13.14,1.53,3.81
3785,17.62,2.05,4.29
3786,9.3,3.53,3.22
3787,8.79,2.63,1.95
3788,26.1,3.04,4.62
3789,6.45,1.9,2.57
3790,8.56,1.7,2.53
3791,4.48,1.56,2.35
3792,7.42,0.86,2.29
3793,3.71,3.16,4.88
3794,3.62,0.28,1.29
3795,13.22,3.83,1.82
3796,5.66,2.27,3.74
3797,10.91,2.92,2.1
3798,19.54,3.3,1.58
3799,5.83,3.19,2.8
3800,6.53,1.75,0.73
3801,28.55,21.75,12.71
3802,10.66,2.78,5.05
3803,9.73,2.57,3.22
3804,8.45,0.58,1.08
3805,7.31,2.72,3.05
